zone_id,week,zone_type,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred
Zone_42,26,University_District,7369,58,58.0,39.7,0.684,34.53,54.03,5,Normal,Good,0,0,0
Zone_43,26,Commercial_Downtown,3988,78,64.58,24.82,0.384,17.89,55.2,7,Light Rain,Moderate,0,0,0
Zone_44,26,Suburban_LowDensity,3720,70,57.96,13.2,0.228,12.76,55.93,3,Light Rain,Moderate,0,0,0
Zone_45,26,Highway_Junction,2987,87,87.0,16.21,0.186,8.37,67.0,7,Normal,Good,0,0,0
Zone_46,26,University_District,8049,51,51.0,57.57,1.129,73.88,37.98,9,Normal,Good,0,0,0
Zone_47,26,University_District,8056,58,58.0,23.11,0.398,16.28,61.58,3,Normal,Good,0,0,0
Zone_48,26,Industrial_Corridor,3999,72,72.0,22.12,0.307,18.12,64.42,1,Normal,Good,0,0,0
Zone_49,26,University_District,11539,59,59.0,59.05,1.001,63.64,44.96,6,Normal,Good,0,1,1
Zone_50,26,University_District,11592,68,68.0,55.52,0.816,47.25,50.54,4,Normal,Good,0,0,0
Zone_01,27,Commercial_Downtown,8726,60,60.0,57.44,0.957,60.87,43.88,7,Normal,Good,0,1,1
Zone_02,27,Residential,12426,92,92.0,47.03,0.511,25.64,57.65,1,Normal,Good,0,0,0
Zone_03,27,University_District,7685,63,63.0,16.45,0.261,14.15,61.77,2,Normal,Good,0,0,0
Zone_04,27,Highway_Junction,2415,72,72.0,8.83,0.123,8.51,64.03,4,Normal,Good,0,0,0
Zone_05,27,Commercial_Downtown,8343,66,66.0,44.88,0.68,33.02,54.92,6,Normal,Good,0,0,0
Zone_06,27,University_District,8747,86,86.0,41.54,0.483,22.33,61.59,2,Normal,Good,0,0,0
Zone_07,27,University_District,7267,42,42.0,31.53,0.751,37.61,55.03,4,Normal,Good,0,0,0
Zone_08,27,Highway_Junction,2040,43,43.0,21.16,0.492,21.68,58.19,6,Normal,Good,0,0,0
Zone_09,27,Suburban_LowDensity,3241,92,76.18,0.0,0.0,3.02,55.18,3,Light Rain,Moderate,0,0,0
Zone_10,27,Residential,15099,47,47.0,41.25,0.878,52.61,49.21,5,Normal,Good,0,0,0
Zone_11,27,Residential,9955,43,43.0,40.36,0.939,59.85,46.48,11,Normal,Good,0,0,0
Zone_12,27,Commercial_Downtown,8725,68,56.3,60.65,1.077,73.6,29.71,2,Light Rain,Moderate,0,2,1
Zone_13,27,Suburban_LowDensity,1361,75,62.1,0.0,0.0,10.55,55.9,2,Light Rain,Moderate,0,0,0
Zone_14,27,University_District,10551,99,99.0,48.56,0.491,21.29,59.27,4,Normal,Good,0,0,0
Zone_15,27,Residential,14863,86,86.0,47.33,0.55,26.79,58.97,4,Normal,Good,0,1,1
Zone_16,27,Highway_Junction,1963,84,84.0,12.57,0.15,7.91,66.98,5,Normal,Good,0,0,0
Zone_17,27,Residential,8064,48,39.74,22.32,0.562,31.78,48.75,5,Light Rain,Moderate,0,1,1
Zone_18,27,Industrial_Corridor,3295,90,90.0,13.89,0.154,8.41,64.05,1,Normal,Good,0,0,0
Zone_19,27,Industrial_Corridor,4136,81,81.0,15.71,0.194,6.93,64.65,1,Normal,Good,0,0,0
Zone_20,27,Commercial_Downtown,3700,73,73.0,7.61,0.104,7.11,64.81,3,Normal,Good,0,0,0
Zone_21,27,Residential,11645,74,74.0,37.96,0.513,26.87,56.11,2,Normal,Good,0,0,0
Zone_22,27,University_District,7570,76,76.0,37.3,0.491,16.92,62.23,5,Normal,Good,0,2,1
Zone_23,27,Suburban_LowDensity,2228,53,43.88,6.94,0.158,10.05,57.75,3,Light Rain,Moderate,0,0,0
Zone_24,27,Commercial_Downtown,8634,99,99.0,34.94,0.353,15.07,63.99,2,Normal,Good,0,0,0
Zone_25,27,Residential,10790,71,71.0,32.75,0.461,19.79,63.38,2,Normal,Good,0,0,0
Zone_26,27,University_District,7678,75,75.0,32.54,0.434,18.63,61.8,3,Normal,Good,0,0,0
Zone_27,27,Suburban_LowDensity,4357,81,81.0,20.25,0.25,11.77,61.83,0,Normal,Good,0,0,0
Zone_28,27,Highway_Junction,1845,83,83.0,17.5,0.211,10.68,64.58,3,Normal,Good,0,0,0
Zone_29,27,Residential,13450,94,94.0,37.53,0.399,14.78,63.03,4,Normal,Good,0,0,0
Zone_30,27,Highway_Junction,2448,66,66.0,1.21,0.018,0.01,64.67,2,Normal,Good,0,0,0
Zone_31,27,Commercial_Downtown,9364,45,45.0,41.31,0.918,53.88,45.99,7,Normal,Good,0,1,1
Zone_32,27,Commercial_Downtown,7248,81,81.0,37.46,0.462,20.88,65.3,8,Normal,Good,0,0,0
Zone_33,27,Commercial_Downtown,6945,63,63.0,30.17,0.479,18.16,58.48,6,Normal,Good,0,0,0
Zone_34,27,Industrial_Corridor,3320,51,42.23,11.35,0.269,11.76,55.28,0,Light Rain,Moderate,0,0,0
Zone_35,27,Residential,15280,95,78.66,43.96,0.559,30.47,50.22,2,Light Rain,Moderate,0,0,0
Zone_36,27,Residential,12737,62,62.0,34.75,0.56,26.12,60.73,2,Normal,Good,0,0,0
Zone_37,27,Residential,11474,92,76.18,37.56,0.493,22.27,51.86,7,Light Rain,Moderate,0,0,0
Zone_38,27,Commercial_Downtown,9035,94,94.0,56.6,0.602,29.78,56.76,4,Normal,Good,0,0,0
Zone_39,27,Industrial_Corridor,2566,44,44.0,16.37,0.372,11.98,61.43,1,Normal,Good,0,0,0
Zone_40,27,University_District,7930,55,55.0,42.77,0.778,42.09,52.01,5,Normal,Good,0,0,0
Zone_41,27,Highway_Junction,2549,42,42.0,12.58,0.3,13.24,62.33,6,Normal,Good,0,0,0
Zone_42,27,University_District,7369,58,58.0,43.95,0.758,42.92,51.83,7,Normal,Good,0,0,0
Zone_43,27,Commercial_Downtown,3988,78,78.0,20.07,0.257,11.81,64.0,7,Normal,Good,0,0,0
Zone_44,27,Suburban_LowDensity,3720,70,70.0,10.97,0.157,12.39,62.71,3,Normal,Good,0,0,0
Zone_45,27,Highway_Junction,2987,87,87.0,12.58,0.145,8.91,64.27,5,Normal,Good,0,0,0
Zone_46,27,University_District,8049,51,51.0,51.79,1.015,62.81,42.89,7,Normal,Good,0,0,0
Zone_47,27,University_District,8056,58,58.0,30.17,0.52,26.17,56.36,4,Normal,Good,0,0,0
Zone_48,27,Industrial_Corridor,3999,72,72.0,22.33,0.31,10.48,63.0,3,Normal,Good,0,0,0
Zone_49,27,University_District,11539,59,59.0,51.65,0.875,51.6,50.43,5,Normal,Good,0,2,1
Zone_50,27,University_District,11592,68,56.3,52.51,0.933,65.68,37.92,6,Light Rain,Moderate,0,0,0
Zone_01,28,Commercial_Downtown,8726,60,60.0,45.43,0.757,40.11,52.51,9,Normal,Good,0,1,1
Zone_02,28,Residential,12426,92,92.0,36.29,0.394,14.45,60.62,2,Normal,Good,0,0,0
Zone_03,28,University_District,7685,63,63.0,19.18,0.304,16.42,60.76,1,Normal,Good,0,0,0
Zone_04,28,Highway_Junction,2415,72,72.0,7.23,0.1,6.73,64.13,2,Normal,Good,0,0,0
Zone_05,28,Commercial_Downtown,8343,66,66.0,42.96,0.651,36.19,55.73,11,Normal,Good,0,0,0
Zone_06,28,University_District,8747,86,86.0,39.45,0.459,22.41,59.48,5,Normal,Good,0,0,0
Zone_07,28,University_District,7267,42,42.0,28.32,0.674,34.97,54.85,7,Normal,Good,0,0,0
Zone_08,28,Highway_Junction,2040,43,35.6,13.93,0.391,22.74,51.43,6,Light Rain,Moderate,0,0,0
Zone_09,28,Suburban_LowDensity,3241,92,76.18,6.53,0.086,3.65,57.04,2,Light Rain,Moderate,0,0,0
Zone_10,28,Residential,15099,47,47.0,44.08,0.938,61.16,43.97,12,Normal,Good,0,0,0
Zone_11,28,Residential,9955,43,43.0,41.31,0.961,54.8,47.74,4,Normal,Good,0,0,0
Zone_12,28,Commercial_Downtown,8725,68,56.3,55.37,0.983,68.55,32.92,12,Light Rain,Moderate,0,2,1
Zone_13,28,Suburban_LowDensity,1361,75,75.0,0.0,0.0,1.86,63.06,3,Normal,Good,0,0,0
Zone_14,28,University_District,10551,99,99.0,50.09,0.506,26.7,58.8,6,Normal,Good,0,0,0
Zone_15,28,Residential,14863,86,71.21,56.43,0.792,50.47,39.51,6,Light Rain,Moderate,0,1,1
Zone_16,28,Highway_Junction,1963,84,84.0,7.53,0.09,7.09,63.89,3,Normal,Good,0,0,0
Zone_17,28,Residential,8064,48,48.0,25.29,0.527,26.18,57.0,2,Normal,Good,0,0,0
Zone_18,28,Industrial_Corridor,3295,90,74.52,14.49,0.194,13.32,54.3,2,Light Rain,Moderate,0,0,0
Zone_19,28,Industrial_Corridor,4136,81,81.0,15.3,0.189,14.76,61.12,2,Normal,Good,0,0,0
Zone_20,28,Commercial_Downtown,3700,73,73.0,17.0,0.233,13.71,64.77,5,Normal,Good,0,0,0
Zone_21,28,Residential,11645,74,74.0,38.79,0.524,27.96,58.54,4,Normal,Good,0,0,0
Zone_22,28,University_District,7570,76,76.0,38.24,0.503,24.42,57.01,2,Normal,Good,0,0,0
Zone_23,28,Suburban_LowDensity,2228,53,53.0,2.61,0.049,5.28,65.92,0,Normal,Good,0,0,0
Zone_24,28,Commercial_Downtown,8634,99,99.0,26.83,0.271,11.28,62.32,3,Normal,Good,0,0,0
Zone_25,28,Residential,10790,71,58.79,34.91,0.594,33.26,46.99,0,Light Rain,Moderate,0,1,1
Zone_26,28,University_District,7678,75,75.0,35.69,0.476,23.78,61.46,3,Normal,Good,0,0,0
Zone_27,28,Suburban_LowDensity,4357,81,81.0,23.12,0.285,15.72,64.25,0,Normal,Good,0,0,0
Zone_28,28,Highway_Junction,1845,83,83.0,16.83,0.203,5.4,64.05,3,Normal,Good,0,1,1
Zone_29,28,Residential,13450,94,94.0,41.49,0.441,16.42,60.7,0,Normal,Good,0,0,0
Zone_30,28,Highway_Junction,2448,66,66.0,3.67,0.056,5.74,65.66,2,Normal,Good,0,0,0
Zone_31,28,Commercial_Downtown,9364,45,37.26,42.92,1.152,81.18,29.17,12,Light Rain,Moderate,0,3,1
Zone_32,28,Commercial_Downtown,7248,81,67.07,32.18,0.48,23.45,51.92,2,Light Rain,Moderate,0,0,0
Zone_33,28,Commercial_Downtown,6945,63,63.0,30.24,0.48,19.7,58.92,1,Normal,Good,0,0,0
Zone_34,28,Industrial_Corridor,3320,51,51.0,6.92,0.136,4.35,62.88,0,Normal,Good,0,0,0
Zone_35,28,Residential,15280,95,95.0,44.44,0.468,21.22,60.49,1,Normal,Good,0,0,0
Zone_36,28,Residential,12737,62,62.0,39.84,0.643,36.84,56.05,7,Normal,Good,0,0,0
Zone_37,28,Residential,11474,92,92.0,36.22,0.394,18.52,59.96,2,Normal,Good,0,1,1
Zone_38,28,Commercial_Downtown,9035,94,94.0,52.71,0.561,24.85,58.27,7,Normal,Good,0,0,0
Zone_39,28,Industrial_Corridor,2566,44,44.0,12.66,0.288,15.51,60.5,1,Normal,Good,0,0,0
Zone_40,28,University_District,7930,55,55.0,39.73,0.722,39.61,54.34,6,Normal,Good,0,1,1
Zone_41,28,Highway_Junction,2549,42,42.0,17.03,0.405,24.63,58.09,5,Normal,Good,0,0,0
Zone_42,28,University_District,7369,58,58.0,38.04,0.656,33.8,56.37,4,Normal,Good,0,0,0
Zone_43,28,Commercial_Downtown,3988,78,78.0,29.02,0.372,16.42,63.66,4,Normal,Good,0,0,0
Zone_44,28,Suburban_LowDensity,3720,70,70.0,1.14,0.016,8.59,63.22,2,Normal,Good,0,0,0
Zone_45,28,Highway_Junction,2987,87,87.0,10.79,0.124,6.49,63.88,5,Normal,Good,0,0,0
Zone_46,28,University_District,8049,51,51.0,51.19,1.004,59.33,45.78,6,Normal,Good,0,0,0
Zone_47,28,University_District,8056,58,58.0,29.91,0.516,26.53,59.11,5,Normal,Good,0,0,0
Zone_48,28,Industrial_Corridor,3999,72,72.0,20.99,0.292,11.99,62.42,2,Normal,Good,0,0,0
Zone_49,28,University_District,11539,59,59.0,50.56,0.857,48.47,49.42,1,Normal,Good,0,0,0
Zone_50,28,University_District,11592,68,68.0,48.78,0.717,40.62,55.27,5,Normal,Good,0,0,0
Zone_01,29,Commercial_Downtown,8726,60,60.0,38.08,0.635,26.49,58.85,5,Normal,Good,0,1,1
Zone_02,29,Residential,12426,92,76.18,32.81,0.431,23.79,53.54,3,Light Rain,Moderate,0,1,1
Zone_03,29,University_District,7685,63,63.0,18.76,0.298,11.61,63.15,1,Normal,Good,0,0,0
Zone_04,29,Highway_Junction,2415,72,72.0,10.79,0.15,6.35,65.67,1,Normal,Good,0,0,0
Zone_05,29,Commercial_Downtown,8343,66,66.0,43.07,0.653,31.05,56.74,7,Normal,Good,0,0,0
Zone_06,29,University_District,8747,86,86.0,41.11,0.478,27.85,55.66,3,Normal,Good,0,0,0
Zone_07,29,University_District,7267,42,42.0,25.25,0.601,30.95,55.57,3,Normal,Good,0,0,0
Zone_08,29,Highway_Junction,2040,43,43.0,16.74,0.389,16.22,62.84,8,Normal,Good,0,0,0
Zone_09,29,Suburban_LowDensity,3241,92,92.0,5.43,0.059,6.01,64.17,2,Normal,Good,0,0,0
Zone_10,29,Residential,15099,47,47.0,44.17,0.94,63.18,42.86,7,Normal,Good,0,2,1
Zone_11,29,Residential,9955,43,43.0,33.82,0.787,42.13,50.05,8,Normal,Good,0,1,1
Zone_12,29,Commercial_Downtown,8725,68,56.3,56.54,1.004,73.56,32.48,11,Light Rain,Moderate,0,1,1
Zone_13,29,Suburban_LowDensity,1361,75,75.0,0.0,0.0,9.52,62.17,0,Normal,Good,0,0,0
Zone_14,29,University_District,10551,99,99.0,48.77,0.493,21.96,61.87,6,Normal,Good,0,0,0
Zone_15,29,Residential,14863,86,86.0,52.82,0.614,24.51,59.73,3,Normal,Good,0,0,0
Zone_16,29,Highway_Junction,1963,84,69.55,17.51,0.252,12.49,52.62,4,Light Rain,Moderate,0,0,0
Zone_17,29,Residential,8064,48,39.74,22.58,0.568,34.23,51.42,5,Light Rain,Moderate,0,0,0
Zone_18,29,Industrial_Corridor,3295,90,90.0,13.58,0.151,7.09,62.3,3,Normal,Good,0,0,0
Zone_19,29,Industrial_Corridor,4136,81,81.0,16.86,0.208,13.76,62.26,5,Normal,Good,0,0,0
Zone_20,29,Commercial_Downtown,3700,73,73.0,16.15,0.221,9.86,64.2,3,Normal,Good,0,0,0
Zone_21,29,Residential,11645,74,74.0,35.83,0.484,26.56,58.72,4,Normal,Good,0,0,0
Zone_22,29,University_District,7570,76,76.0,32.65,0.43,17.55,63.52,3,Normal,Good,0,0,0
Zone_23,29,Suburban_LowDensity,2228,53,53.0,0.94,0.018,5.85,61.93,2,Normal,Good,0,0,0
Zone_24,29,Commercial_Downtown,8634,99,99.0,30.41,0.307,13.38,63.11,2,Normal,Good,0,0,0
Zone_25,29,Residential,10790,71,58.79,38.46,0.654,35.61,46.81,4,Light Rain,Moderate,0,2,1
Zone_26,29,University_District,7678,75,75.0,36.64,0.489,22.04,61.94,3,Normal,Good,0,0,0
Zone_27,29,Suburban_LowDensity,4357,81,81.0,19.75,0.244,13.61,64.25,1,Normal,Good,0,0,0
Zone_28,29,Highway_Junction,1845,83,83.0,11.8,0.142,5.09,64.5,2,Normal,Good,0,0,0
Zone_29,29,Residential,13450,94,77.83,41.96,0.539,29.48,49.94,3,Light Rain,Moderate,0,0,0
Zone_30,29,Highway_Junction,2448,66,66.0,1.02,0.015,4.46,67.67,3,Normal,Good,0,0,0
Zone_31,29,Commercial_Downtown,9364,45,45.0,34.51,0.767,41.59,54.11,4,Normal,Good,0,1,1
Zone_32,29,Commercial_Downtown,7248,81,81.0,36.07,0.445,22.6,59.25,4,Normal,Good,0,0,0
Zone_33,29,Commercial_Downtown,6945,63,63.0,37.02,0.588,29.84,59.8,6,Normal,Good,0,0,0
Zone_34,29,Industrial_Corridor,3320,51,51.0,3.38,0.066,3.83,59.99,1,Normal,Good,0,1,1
Zone_35,29,Residential,15280,95,95.0,48.66,0.512,24.86,61.8,4,Normal,Good,0,1,1
Zone_36,29,Residential,12737,62,62.0,43.52,0.702,33.89,55.08,6,Normal,Good,0,0,0
Zone_37,29,Residential,11474,92,92.0,34.96,0.38,17.56,61.25,3,Normal,Good,0,0,0
Zone_38,29,Commercial_Downtown,9035,94,94.0,54.76,0.583,29.12,58.45,5,Normal,Good,0,0,0
Zone_39,29,Industrial_Corridor,2566,44,44.0,15.6,0.355,17.08,61.38,1,Normal,Good,0,0,0
Zone_40,29,University_District,7930,55,55.0,38.75,0.705,39.87,57.82,6,Normal,Good,0,0,0
Zone_41,29,Highway_Junction,2549,42,42.0,12.46,0.297,13.12,62.32,3,Normal,Good,0,0,0
Zone_42,29,University_District,7369,58,58.0,38.96,0.672,33.94,57.79,5,Normal,Good,0,0,0
Zone_43,29,Commercial_Downtown,3988,78,78.0,21.02,0.269,12.18,63.08,7,Normal,Good,0,0,0
Zone_44,29,Suburban_LowDensity,3720,70,70.0,0.0,0.0,5.12,63.97,0,Normal,Good,0,0,0
Zone_45,29,Highway_Junction,2987,87,87.0,14.37,0.165,10.55,62.32,4,Normal,Good,0,0,0
Zone_46,29,University_District,8049,51,51.0,50.18,0.984,62.83,44.39,11,Normal,Good,0,2,1
Zone_47,29,University_District,8056,58,58.0,27.81,0.479,26.49,60.2,1,Normal,Good,0,0,0
Zone_48,29,Industrial_Corridor,3999,72,72.0,14.9,0.207,7.18,65.81,0,Normal,Good,0,0,0
Zone_49,29,University_District,11539,59,59.0,51.1,0.866,54.26,47.48,5,Normal,Good,0,0,0
Zone_50,29,University_District,11592,68,68.0,51.92,0.764,41.79,53.89,9,Normal,Good,0,0,0
Zone_01,30,Commercial_Downtown,8726,60,49.68,37.8,0.761,45.8,43.74,5,Light Rain,Moderate,0,1,1
Zone_02,30,Residential,12426,92,92.0,31.19,0.339,9.68,64.22,1,Normal,Good,0,1,1
Zone_03,30,University_District,7685,63,63.0,20.26,0.322,11.42,62.46,0,Normal,Good,0,0,0
Zone_04,30,Highway_Junction,2415,72,59.62,17.18,0.288,10.34,57.78,5,Light Rain,Moderate,0,0,0
Zone_05,30,Commercial_Downtown,8343,66,66.0,44.16,0.669,34.84,55.49,7,Normal,Good,0,1,1
Zone_06,30,University_District,8747,86,86.0,38.2,0.444,21.68,59.75,7,Normal,Good,0,0,0
Zone_07,30,University_District,7267,42,42.0,34.82,0.829,44.14,52.37,9,Normal,Good,0,0,0
Zone_08,30,Highway_Junction,2040,43,43.0,12.32,0.287,19.48,61.33,3,Normal,Good,0,0,0
Zone_09,30,Suburban_LowDensity,3241,92,92.0,12.55,0.136,10.36,62.19,5,Normal,Good,0,0,0
Zone_10,30,Residential,15099,47,47.0,33.62,0.715,38.01,54.69,6,Normal,Good,0,0,0
Zone_11,30,Residential,9955,43,43.0,36.65,0.852,49.32,49.3,5,Normal,Good,0,0,0
Zone_12,30,Commercial_Downtown,8725,68,68.0,56.07,0.825,42.75,51.59,7,Normal,Good,0,0,0
Zone_13,30,Suburban_LowDensity,1361,75,75.0,0.0,0.0,3.35,64.51,1,Normal,Good,0,0,0
Zone_14,30,University_District,10551,99,99.0,54.67,0.552,27.67,56.68,2,Normal,Good,0,3,1
Zone_15,30,Residential,14863,86,86.0,62.05,0.722,39.07,57.57,2,Normal,Good,0,0,0
Zone_16,30,Highway_Junction,1963,84,84.0,8.98,0.107,5.86,62.98,2,Normal,Good,0,0,0
Zone_17,30,Residential,8064,48,48.0,25.87,0.539,21.38,63.5,5,Normal,Good,0,0,0
Zone_18,30,Industrial_Corridor,3295,90,90.0,11.74,0.13,6.41,64.11,1,Normal,Good,0,0,0
Zone_19,30,Industrial_Corridor,4136,81,81.0,14.12,0.174,6.46,64.98,3,Normal,Good,0,0,0
Zone_20,30,Commercial_Downtown,3700,73,73.0,25.16,0.345,13.9,60.33,4,Normal,Good,0,0,0
Zone_21,30,Residential,11645,74,74.0,32.55,0.44,21.57,58.53,2,Normal,Good,0,0,0
Zone_22,30,University_District,7570,76,76.0,27.56,0.363,19.58,60.07,3,Normal,Good,0,0,0
Zone_23,30,Suburban_LowDensity,2228,53,53.0,0.0,0.0,7.37,63.85,0,Normal,Good,0,0,0
Zone_24,30,Commercial_Downtown,8634,99,99.0,39.38,0.398,19.56,59.91,7,Normal,Good,0,0,0
Zone_25,30,Residential,10790,71,71.0,38.45,0.542,30.23,57.42,2,Normal,Good,0,0,0
Zone_26,30,University_District,7678,75,75.0,34.67,0.462,20.3,63.38,1,Normal,Good,0,0,0
Zone_27,30,Suburban_LowDensity,4357,81,81.0,22.63,0.279,10.39,61.96,1,Normal,Good,0,0,0
Zone_28,30,Highway_Junction,1845,83,83.0,5.62,0.068,7.53,63.96,2,Normal,Good,0,0,0
Zone_29,30,Residential,13450,94,77.83,45.14,0.58,37.21,47.24,2,Light Rain,Moderate,0,0,0
Zone_30,30,Highway_Junction,2448,66,66.0,11.27,0.171,9.3,62.62,2,Normal,Good,0,0,0
Zone_31,30,Commercial_Downtown,9364,45,45.0,42.43,0.943,59.63,47.97,7,Normal,Good,0,2,1
Zone_32,30,Commercial_Downtown,7248,81,81.0,34.29,0.423,22.77,60.39,5,Normal,Good,0,0,0
Zone_33,30,Commercial_Downtown,6945,63,63.0,32.26,0.512,28.75,57.04,7,Normal,Good,0,0,0
Zone_34,30,Industrial_Corridor,3320,51,51.0,9.7,0.19,12.02,66.18,1,Normal,Good,0,0,0
Zone_35,30,Residential,15280,95,95.0,53.26,0.561,25.06,58.59,2,Normal,Good,0,0,0
Zone_36,30,Residential,12737,62,51.34,47.43,0.924,61.31,37.36,5,Light Rain,Moderate,0,1,1
Zone_37,30,Residential,11474,92,92.0,26.54,0.288,15.61,60.11,0,Normal,Good,0,0,0
Zone_38,30,Commercial_Downtown,9035,94,94.0,46.54,0.495,25.62,57.69,6,Normal,Good,0,1,1
Zone_39,30,Industrial_Corridor,2566,44,44.0,16.38,0.372,18.95,62.59,4,Normal,Good,0,0,0
Zone_40,30,University_District,7930,55,55.0,38.58,0.701,38.74,55.58,2,Normal,Good,0,0,0
Zone_41,30,Highway_Junction,2549,42,42.0,15.63,0.372,14.5,63.18,6,Normal,Good,0,1,1
Zone_42,30,University_District,7369,58,58.0,37.96,0.654,34.33,56.19,7,Normal,Good,0,0,0
Zone_43,30,Commercial_Downtown,3988,78,78.0,16.65,0.213,9.26,66.48,5,Normal,Good,0,0,0
Zone_44,30,Suburban_LowDensity,3720,70,70.0,0.0,0.0,7.58,61.65,1,Normal,Good,0,0,0
Zone_45,30,Highway_Junction,2987,87,87.0,14.11,0.162,8.94,61.12,6,Normal,Good,0,0,0
Zone_46,30,University_District,8049,51,51.0,55.55,1.089,69.28,44.37,12,Normal,Good,0,1,1
Zone_47,30,University_District,8056,58,48.02,32.48,0.676,39.57,46.91,6,Light Rain,Moderate,0,0,0
Zone_48,30,Industrial_Corridor,3999,72,72.0,15.66,0.217,11.62,61.84,1,Normal,Good,0,0,0
Zone_49,30,University_District,11539,59,59.0,45.93,0.778,44.95,52.57,11,Normal,Good,0,1,1
Zone_50,30,University_District,11592,68,68.0,60.97,0.897,56.95,48.9,5,Normal,Good,0,0,0
Zone_01,31,Commercial_Downtown,8726,60,49.68,41.33,0.832,52.51,41.68,5,Light Rain,Moderate,0,2,1
Zone_02,31,Residential,12426,92,76.18,19.61,0.257,12.86,57.37,3,Light Rain,Moderate,0,0,0
Zone_03,31,University_District,7685,63,52.16,12.8,0.245,13.76,54.04,2,Light Rain,Moderate,0,0,0
Zone_04,31,Highway_Junction,2415,72,72.0,12.75,0.177,6.69,62.85,5,Normal,Good,0,0,0
Zone_05,31,Commercial_Downtown,8343,66,38.61,42.85,1.11,88.98,12.12,8,Heavy Rain,Poor,0,1,1
Zone_06,31,University_District,8747,86,71.21,34.2,0.48,26.2,54.35,0,Light Rain,Moderate,0,0,0
Zone_07,31,University_District,7267,42,24.57,38.19,1.554,100.0,10.0,8,Heavy Rain,Poor,0,4,1
Zone_08,31,Highway_Junction,2040,43,35.6,17.0,0.478,22.65,52.46,9,Light Rain,Moderate,0,0,0
Zone_09,31,Suburban_LowDensity,3241,92,76.18,14.73,0.193,12.24,51.98,4,Light Rain,Moderate,0,0,0
Zone_10,31,Residential,15099,47,47.0,39.56,0.842,48.52,51.44,4,Normal,Good,0,0,0
Zone_11,31,Residential,9955,43,35.6,36.86,1.035,75.1,33.34,4,Light Rain,Moderate,0,0,0
Zone_12,31,Commercial_Downtown,8725,68,56.3,63.21,1.123,79.21,29.88,13,Light Rain,Moderate,0,3,1
Zone_13,31,Suburban_LowDensity,1361,75,62.1,0.0,0.0,8.04,55.07,0,Light Rain,Moderate,0,2,1
Zone_14,31,University_District,10551,99,57.91,51.34,0.887,70.85,19.32,7,Heavy Rain,Poor,0,1,1
Zone_15,31,Residential,14863,86,50.31,60.96,1.212,97.53,10.0,6,Heavy Rain,Poor,0,3,1
Zone_16,31,Highway_Junction,1963,84,49.14,11.72,0.239,13.57,41.6,2,Heavy Rain,Poor,0,1,1
Zone_17,31,Residential,8064,48,28.08,25.58,0.911,67.29,22.22,5,Heavy Rain,Poor,0,4,1
Zone_18,31,Industrial_Corridor,3295,90,52.65,12.01,0.228,13.43,35.88,2,Heavy Rain,Poor,0,0,0
Zone_19,31,Industrial_Corridor,4136,81,47.38,12.6,0.266,13.57,43.48,3,Heavy Rain,Poor,0,0,0
Zone_20,31,Commercial_Downtown,3700,73,42.71,19.34,0.453,24.8,37.3,2,Heavy Rain,Poor,0,0,0
Zone_21,31,Residential,11645,74,43.29,36.43,0.842,60.77,22.55,6,Heavy Rain,Poor,0,3,1
Zone_22,31,University_District,7570,76,44.46,36.64,0.824,64.75,18.96,7,Heavy Rain,Poor,0,3,1
Zone_23,31,Suburban_LowDensity,2228,53,31.01,0.0,0.0,8.06,41.96,1,Heavy Rain,Poor,0,2,1
Zone_24,31,Commercial_Downtown,8634,99,81.97,49.31,0.602,30.87,51.96,6,Light Rain,Moderate,0,0,0
Zone_25,31,Residential,10790,71,41.54,32.85,0.791,59.37,28.62,6,Heavy Rain,Poor,0,1,1
Zone_26,31,University_District,7678,75,75.0,41.87,0.558,28.26,55.72,4,Normal,Good,0,1,1
Zone_27,31,Suburban_LowDensity,4357,81,67.07,25.42,0.379,16.92,53.97,4,Light Rain,Moderate,0,1,1
Zone_28,31,Highway_Junction,1845,83,83.0,10.57,0.127,4.99,62.51,2,Normal,Good,0,0,0
Zone_29,31,Residential,13450,94,77.83,38.44,0.494,25.86,49.72,6,Light Rain,Moderate,0,0,0
Zone_30,31,Highway_Junction,2448,66,38.61,9.11,0.236,15.94,41.24,4,Heavy Rain,Poor,0,0,0
Zone_31,31,Commercial_Downtown,9364,45,26.33,31.07,1.18,97.39,10.0,11,Heavy Rain,Poor,0,2,1
Zone_32,31,Commercial_Downtown,7248,81,67.07,39.14,0.584,33.26,49.39,6,Light Rain,Moderate,0,0,0
Zone_33,31,Commercial_Downtown,6945,63,36.86,28.96,0.786,56.48,29.03,6,Heavy Rain,Poor,0,2,1
Zone_34,31,Industrial_Corridor,3320,51,29.84,24.38,0.817,64.57,24.46,8,Heavy Rain,Poor,0,0,0
Zone_35,31,Residential,15280,95,95.0,54.75,0.576,31.09,58.83,2,Normal,Good,0,0,0
Zone_36,31,Residential,12737,62,36.27,47.12,1.299,100.0,10.0,10,Heavy Rain,Poor,0,2,1
Zone_37,31,Residential,11474,92,76.18,18.82,0.247,12.03,54.68,2,Light Rain,Moderate,0,0,0
Zone_38,31,Commercial_Downtown,9035,94,77.83,50.55,0.649,37.16,50.36,5,Light Rain,Moderate,0,0,0
