zone_id,week,zone_type,temporal_profile,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred,previous_week_vehicle_density,previous_week_congestion,previous_week_average_speed,previous_week_red_light_violations,previous_week_incident_count,previous_week_incident_occurred,previous_week_traffic_pressure,rolling_4_week_avg_vehicle_density,rolling_4_week_avg_congestion,rolling_4_week_avg_speed,rolling_4_week_avg_violations,rolling_4_week_incident_count,rolling_4_week_incident_rate,rolling_4_week_avg_traffic_pressure,vehicle_density_change,congestion_change,speed_change,violations_change,traffic_pressure_change,incident_count_change,vehicle_density_pct_change,congestion_pct_change,speed_pct_change,vehicle_population_ratio,congestion_trend_4w,vehicle_density_trend_4w,speed_trend_4w,incident_trend_4w
Zone_24,37,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,26.77,0.27,15.58,59.05,4,Normal,Good,0,0,0,26.16,29.02,38.74,7.0,2.0,1.0,0.452,28.5,24.33,45.04,4.75,2.0,0.25,0.416,0.61,-13.44,20.31,-3.0,-0.182,2.0,2.33,-46.31,52.43,3.101,3.465,-2.507,-5.991,0.3
Zone_24,38,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,79.2,29.28,0.37,14.27,64.04,5,Normal,Good,1,1,1,26.77,15.58,59.05,4.0,0.0,0.0,0.27,26.39,22.66,46.76,4.5,2.0,0.25,0.376,2.51,-1.31,4.99,1.0,0.1,-2.0,9.38,-8.41,8.45,3.391,-0.197,0.326,1.779,0.1
Zone_24,39,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,79.2,34.09,0.43,23.07,59.77,7,Normal,Good,1,0,0,29.28,14.27,64.04,5.0,1.0,1.0,0.37,27.39,22.27,49.16,5.0,3.0,0.5,0.391,4.81,8.8,-4.27,2.0,0.06,1.0,16.43,61.67,-6.67,3.948,-6.126,0.643,10.8,0.2
Zone_24,40,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,79.2,42.14,0.532,30.74,60.15,7,Normal,Good,1,0,0,34.09,23.07,59.77,7.0,0.0,0.0,0.43,29.08,20.48,55.4,5.75,3.0,0.5,0.38,8.05,7.67,0.38,0.0,0.102,-1.0,23.61,33.25,0.64,4.881,-1.916,2.63,6.808,-0.2
Zone_24,41,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,34.76,0.351,22.11,57.02,5,Normal,Good,0,0,0,42.14,30.74,60.15,7.0,0.0,0.0,0.532,33.07,20.92,60.75,5.75,1.0,0.25,0.4,-7.38,-8.63,-3.13,-2.0,-0.181,0.0,-17.51,-28.07,-5.2,4.026,5.428,5.092,-0.097,-0.1
Zone_24,42,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,30.14,0.304,14.68,61.76,5,Normal,Good,0,0,0,34.76,22.11,57.02,5.0,0.0,0.0,0.351,35.07,22.55,60.24,6.0,1.0,0.25,0.421,-4.62,-7.43,4.74,0.0,-0.047,0.0,-13.29,-33.6,8.31,3.491,3.119,2.449,-2.068,-0.3
Zone_24,43,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,28.33,0.286,16.54,63.67,0,Normal,Good,0,0,0,30.14,14.68,61.76,5.0,0.0,0.0,0.304,35.28,22.65,59.68,6.0,0.0,0.0,0.404,-1.81,1.86,1.91,-5.0,-0.018,0.0,-6.01,12.67,3.09,3.281,-3.38,-1.923,0.284,0.0
Zone_24,44,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,30.45,0.308,15.47,63.47,4,Normal,Good,0,0,0,28.33,16.54,63.67,0.0,0.0,0.0,0.286,33.84,21.02,60.65,4.25,0.0,0.0,0.368,2.12,-1.07,-0.2,4.0,0.022,0.0,7.48,-6.47,-0.31,3.527,-5.003,-4.605,1.53,0.0
Zone_24,45,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,33.7,0.34,14.85,62.92,2,Normal,Good,0,0,0,30.45,15.47,63.47,4.0,0.0,0.0,0.308,30.92,17.2,61.48,3.5,0.0,0.0,0.312,3.25,-0.62,-0.55,-2.0,0.032,0.0,10.67,-4.01,-0.87,3.903,-1.806,-1.474,2.126,0.0
Zone_24,46,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,34.95,0.353,10.53,61.79,5,Normal,Good,0,0,0,33.7,14.85,62.92,2.0,0.0,0.0,0.34,30.65,15.39,62.96,2.75,0.0,0.0,0.31,1.25,-4.32,-1.13,3.0,0.013,0.0,3.71,-29.09,-1.8,4.048,-0.056,1.28,0.328,0.0
Zone_24,47,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,32.87,0.332,17.61,61.21,5,Normal,Good,0,0,0,34.95,10.53,61.79,5.0,0.0,0.0,0.353,31.86,14.35,62.96,2.75,0.0,0.0,0.322,-2.08,7.08,-0.58,0.0,-0.021,0.0,-5.95,67.24,-0.94,3.807,-1.865,2.311,-0.619,0.0
Zone_24,48,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,81.97,31.07,0.379,16.31,53.82,8,Light Rain,Moderate,0,0,0,32.87,17.61,61.21,5.0,0.0,0.0,0.332,32.99,14.61,62.35,4.0,0.0,0.0,0.333,-1.8,-1.3,-7.39,3.0,0.047,0.0,-5.48,-7.38,-12.07,3.599,0.21,0.851,-0.791,0.0
Zone_24,49,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,81.97,30.2,0.368,21.83,50.99,7,Light Rain,Moderate,0,0,0,31.07,16.31,53.82,8.0,0.0,0.0,0.379,33.15,14.82,59.94,5.0,0.0,0.0,0.351,-0.87,5.52,-2.83,-1.0,-0.011,0.0,-2.8,33.84,-5.26,3.498,1.146,-0.997,-2.788,0.0
Zone_24,50,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,81.97,26.77,0.327,20.61,54.94,5,Light Rain,Moderate,0,0,0,30.2,21.83,50.99,7.0,0.0,0.0,0.368,32.27,16.57,56.95,6.25,0.0,0.0,0.358,-3.43,-1.22,3.95,-2.0,-0.041,0.0,-11.36,-5.59,7.75,3.101,3.26,-1.605,-3.979,0.0
Zone_24,51,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,81.97,21.38,0.261,17.45,53.99,4,Light Rain,Moderate,0,0,0,26.77,20.61,54.94,5.0,0.0,0.0,0.327,30.23,19.09,55.24,6.25,0.0,0.0,0.352,-5.39,-3.16,-0.95,-1.0,-0.066,0.0,-20.13,-15.33,-1.73,2.476,1.452,-1.917,-2.164,0.0
Zone_24,52,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,14.1,0.142,4.95,64.8,5,Normal,Good,0,0,0,21.38,17.45,53.99,4.0,0.0,0.0,0.261,27.35,19.05,53.44,6.0,0.0,0.0,0.334,-7.28,-12.5,10.81,1.0,-0.119,0.0,-34.05,-71.63,20.02,1.633,0.22,-3.25,0.446,0.0
Zone_25,1,Residential,STABLE,10790,71,71.0,31.86,0.449,18.85,60.45,2,Normal,Good,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.953,,,,
Zone_25,2,Residential,STABLE,10790,71,71.0,23.08,0.325,12.18,62.46,0,Normal,Good,0,0,0,31.86,18.85,60.45,2.0,0.0,0.0,0.449,,,,,,,,-8.78,-6.67,2.01,-2.0,-0.124,,-27.56,-35.38,3.33,2.139,,,,
Zone_25,3,Residential,STABLE,10790,71,71.0,28.24,0.398,19.51,60.04,3,Normal,Good,0,0,0,23.08,12.18,62.46,0.0,0.0,0.0,0.325,,,,,,,,5.16,7.33,-2.42,3.0,0.073,0.0,22.36,60.18,-3.87,2.617,,,,
Zone_25,4,Residential,STABLE,10790,71,71.0,32.98,0.465,18.22,62.24,1,Normal,Good,0,0,0,28.24,19.51,60.04,3.0,0.0,0.0,0.398,,,,,,,,4.74,-1.29,2.2,-2.0,0.067,0.0,16.78,-6.61,3.66,3.057,,,,
Zone_25,5,Residential,STABLE,10790,71,71.0,31.97,0.45,20.27,61.75,1,Normal,Good,0,0,0,32.98,18.22,62.24,1.0,0.0,0.0,0.465,29.04,17.19,61.3,1.5,0.0,0.0,0.409,-1.01,2.05,-0.49,0.0,-0.015,0.0,-3.06,11.25,-0.79,2.963,0.544,0.852,0.295,0.0
Zone_25,6,Residential,STABLE,10790,71,71.0,42.25,0.595,31.15,58.34,2,Normal,Good,0,0,0,31.97,20.27,61.75,1.0,0.0,0.0,0.45,29.07,17.55,61.62,1.25,0.0,0.0,0.41,10.28,10.88,-3.41,1.0,0.145,0.0,32.16,53.68,-5.52,3.916,2.298,3.141,0.007,0.0
Zone_25,7,Residential,STABLE,10790,71,71.0,41.9,0.59,24.85,61.12,1,Normal,Good,0,0,0,42.25,31.15,58.34,2.0,0.0,0.0,0.595,33.86,22.29,60.59,1.75,0.0,0.0,0.477,-0.35,-6.3,2.78,-1.0,-0.005,0.0,-0.83,-20.22,4.77,3.883,3.697,4.102,-0.559,0.0
Zone_25,8,Residential,STABLE,10790,71,71.0,41.72,0.588,33.87,56.44,5,Normal,Good,0,0,0,41.9,24.85,61.12,1.0,0.0,0.0,0.59,37.28,23.62,60.86,1.25,0.0,0.0,0.525,-0.18,9.02,-4.68,4.0,-0.002,0.0,-0.43,36.3,-7.66,3.867,3.077,3.704,-0.677,0.0
Zone_25,9,Residential,STABLE,10790,71,71.0,40.63,0.572,27.12,58.93,3,Normal,Good,0,0,0,41.72,33.87,56.44,5.0,0.0,0.0,0.588,39.46,27.53,59.41,2.25,0.0,0.0,0.556,-1.09,-6.75,2.49,-2.0,-0.016,0.0,-2.61,-19.93,4.41,3.766,3.45,2.89,-1.315,0.0
Zone_25,10,Residential,STABLE,10790,71,71.0,32.94,0.464,18.88,60.98,2,Normal,Good,0,0,0,40.63,27.12,58.93,3.0,0.0,0.0,0.572,41.62,29.25,58.71,2.75,0.0,0.0,0.586,-7.69,-8.24,2.05,-1.0,-0.108,0.0,-18.93,-30.38,3.48,3.053,-0.307,-0.504,-0.291,0.0
Zone_25,11,Residential,STABLE,10790,71,71.0,34.24,0.482,23.35,58.05,2,Normal,Good,0,0,0,32.94,18.88,60.98,2.0,0.0,0.0,0.464,39.3,26.18,59.37,2.75,0.0,0.0,0.554,1.3,4.47,-2.93,0.0,0.018,0.0,3.95,23.68,-4.8,3.173,-2.466,-2.797,0.207,0.0
Zone_25,12,Residential,STABLE,10790,71,58.79,34.5,0.587,31.17,50.12,4,Light Rain,Moderate,0,0,0,34.24,23.35,58.05,2.0,0.0,0.0,0.482,37.38,25.8,58.6,3.0,0.0,0.0,0.526,0.26,7.82,-7.93,2.0,0.105,0.0,0.76,33.49,-13.66,3.197,-3.98,-3.013,0.688,0.0
Zone_25,13,Residential,STABLE,10790,71,71.0,37.33,0.526,28.95,57.51,0,Normal,Good,0,2,1,34.5,31.17,50.12,4.0,0.0,0.0,0.587,35.58,25.13,57.02,2.75,0.0,0.0,0.526,2.83,-2.22,7.39,-4.0,-0.061,0.0,8.2,-7.12,14.74,3.46,1.662,-1.709,-2.936,0.0
Zone_25,14,Residential,STABLE,10790,71,58.79,30.65,0.521,23.35,51.67,5,Light Rain,Moderate,0,0,0,37.33,28.95,57.51,0.0,2.0,1.0,0.526,34.75,25.59,56.66,2.0,2.0,0.25,0.515,-6.68,-5.6,-5.84,5.0,-0.005,2.0,-17.89,-19.34,-10.15,2.841,3.803,1.343,-1.834,0.3
Zone_25,15,Residential,STABLE,10790,71,71.0,31.41,0.442,22.68,57.81,4,Normal,Good,0,0,0,30.65,23.35,51.67,5.0,0.0,0.0,0.521,34.18,26.7,54.34,2.75,2.0,0.25,0.529,0.76,-0.67,6.14,-1.0,-0.079,-2.0,2.48,-2.87,11.88,2.911,-0.222,-0.794,-1.175,0.1
Zone_25,16,Residential,STABLE,10790,71,71.0,33.44,0.471,20.36,59.04,7,Normal,Good,0,0,0,31.41,22.68,57.81,4.0,0.0,0.0,0.442,33.47,26.54,54.28,3.25,2.0,0.25,0.519,2.03,-2.32,1.23,3.0,0.029,0.0,6.46,-10.23,2.13,3.099,-3.107,-1.595,1.723,-0.1
Zone_25,17,Residential,STABLE,10790,71,71.0,33.85,0.477,20.08,60.91,1,Normal,Good,0,0,0,33.44,20.36,59.04,7.0,0.0,0.0,0.471,33.21,23.84,56.51,4.0,2.0,0.25,0.49,0.41,-0.28,1.87,-6.0,0.006,0.0,1.23,-1.38,3.17,3.137,-2.644,-1.091,1.073,-0.3
Zone_25,18,Residential,STABLE,10790,71,71.0,29.97,0.422,14.67,61.79,5,Normal,Good,0,0,0,33.85,20.08,60.91,1.0,0.0,0.0,0.477,32.34,21.62,57.36,4.25,0.0,0.0,0.478,-3.88,-5.41,0.88,4.0,-0.055,0.0,-11.46,-26.94,1.44,2.778,-1.213,1.163,2.895,0.0
Zone_25,19,Residential,STABLE,10790,71,71.0,36.99,0.521,23.56,60.82,2,Normal,Good,0,0,0,29.97,14.67,61.79,5.0,0.0,0.0,0.422,32.17,19.45,59.89,4.25,0.0,0.0,0.453,7.02,8.89,-0.97,-3.0,0.099,0.0,23.42,60.6,-1.57,3.428,-2.431,-0.391,1.381,0.0
Zone_25,20,Residential,STABLE,10790,71,58.79,36.47,0.62,30.98,53.12,3,Light Rain,Moderate,0,0,0,36.99,23.56,60.82,2.0,0.0,0.0,0.521,33.56,19.67,60.64,3.75,0.0,0.0,0.473,-0.52,7.42,-7.7,1.0,0.099,0.0,-1.41,31.49,-12.66,3.38,0.419,0.677,0.622,0.0
Zone_25,21,Residential,STABLE,10790,71,71.0,31.31,0.441,20.99,60.6,1,Normal,Good,0,0,0,36.47,30.98,53.12,3.0,0.0,0.0,0.62,34.32,22.32,59.16,2.75,0.0,0.0,0.51,-5.16,-9.99,7.48,-2.0,-0.179,0.0,-14.15,-32.25,14.08,2.902,4.159,1.488,-2.434,0.0
Zone_25,22,Residential,STABLE,10790,71,71.0,25.1,0.354,16.25,61.95,6,Normal,Good,0,0,0,31.31,20.99,60.6,1.0,0.0,0.0,0.441,33.68,22.55,59.08,2.75,0.0,0.0,0.501,-6.21,-4.74,1.35,5.0,-0.087,0.0,-19.83,-22.58,2.23,2.326,2.638,0.35,-1.127,0.0
Zone_25,23,Residential,STABLE,10790,71,71.0,19.17,0.27,13.61,61.29,1,Normal,Good,0,0,0,25.1,16.25,61.95,6.0,0.0,0.0,0.354,32.47,22.94,59.12,3.0,0.0,0.0,0.484,-5.93,-2.64,-0.66,-5.0,-0.084,0.0,-23.63,-16.25,-1.07,1.777,-3.192,-4.083,1.087,0.0
Zone_25,24,Residential,STABLE,10790,71,58.79,20.55,0.35,15.4,54.38,7,Light Rain,Moderate,0,0,0,19.17,13.61,61.29,1.0,0.0,0.0,0.27,28.01,20.46,59.24,2.75,0.0,0.0,0.421,1.38,1.79,-6.91,6.0,0.08,0.0,7.2,13.15,-11.27,1.905,-5.685,-5.811,2.586,0.0
Zone_25,25,Residential,STABLE,10790,71,71.0,28.55,0.402,18.8,61.03,1,Normal,Good,0,1,1,20.55,15.4,54.38,7.0,0.0,0.0,0.35,24.03,16.56,59.56,3.75,0.0,0.0,0.354,8.0,3.4,6.65,-6.0,0.052,0.0,38.93,22.08,12.23,2.646,-1.941,-3.821,-1.932,0.0
Zone_25,26,Residential,STABLE,10790,71,71.0,30.67,0.432,20.14,58.53,3,Normal,Good,0,0,0,28.55,18.8,61.03,1.0,1.0,1.0,0.402,23.34,16.02,59.66,3.75,1.0,0.25,0.344,2.12,1.34,-2.5,2.0,0.03,1.0,7.43,7.13,-4.1,2.842,0.944,1.173,-0.967,0.3
Zone_25,27,Residential,STABLE,10790,71,71.0,27.37,0.385,14.57,61.78,2,Normal,Good,0,0,0,30.67,20.14,58.53,3.0,0.0,0.0,0.432,24.74,16.99,58.81,3.0,1.0,0.25,0.364,-3.3,-5.57,3.25,-1.0,-0.047,-1.0,-10.76,-27.66,5.55,2.537,2.299,4.25,-0.163,0.1
Zone_25,28,Residential,STABLE,10790,71,71.0,36.13,0.509,20.44,56.41,2,Normal,Good,0,0,0,27.37,14.57,61.78,2.0,0.0,0.0,0.385,26.79,17.23,58.93,3.25,1.0,0.25,0.392,8.76,5.87,-5.37,0.0,0.124,0.0,32.01,40.29,-8.69,3.348,-0.115,2.258,1.97,-0.1
Zone_25,29,Residential,STABLE,10790,71,71.0,31.96,0.45,27.08,58.99,2,Normal,Good,0,0,0,36.13,20.44,56.41,2.0,0.0,0.0,0.509,30.68,18.49,59.44,2.0,1.0,0.25,0.432,-4.17,6.64,2.58,0.0,-0.059,0.0,-11.54,32.49,4.57,2.962,-0.065,1.944,-1.061,-0.3
Zone_25,30,Residential,STABLE,10790,71,58.79,27.67,0.471,23.41,53.82,1,Light Rain,Moderate,0,1,1,31.96,27.08,58.99,2.0,0.0,0.0,0.45,31.53,20.56,58.93,2.25,0.0,0.0,0.444,-4.29,-3.67,-5.17,-1.0,0.021,0.0,-13.42,-13.55,-8.76,2.564,2.669,1.263,-0.399,0.0
Zone_25,31,Residential,STABLE,10790,71,41.54,22.07,0.531,30.88,35.22,1,Heavy Rain,Poor,0,0,0,27.67,23.41,53.82,1.0,1.0,1.0,0.471,30.78,21.38,57.75,1.75,1.0,0.25,0.454,-5.6,7.47,-18.6,0.0,0.06,1.0,-20.24,31.91,-34.56,2.045,3.316,-0.327,-2.13,0.3
Zone_25,32,Residential,STABLE,10790,71,41.54,25.29,0.609,44.38,32.36,5,Heavy Rain,Poor,0,1,1,22.07,30.88,35.22,1.0,0.0,0.0,0.531,29.46,25.45,51.11,1.5,1.0,0.25,0.49,3.22,13.5,-2.86,4.0,0.078,-1.0,14.59,43.72,-8.12,2.344,2.765,-4.647,-6.874,0.1
Zone_25,33,Residential,STABLE,10790,71,41.54,28.84,0.694,47.27,33.45,6,Heavy Rain,Poor,0,3,1,25.29,44.38,32.36,5.0,1.0,1.0,0.609,26.75,31.44,45.1,2.25,2.0,0.5,0.515,3.55,2.89,1.09,1.0,0.085,1.0,14.04,6.51,3.37,2.673,5.937,-2.561,-9.849,0.2
Zone_25,34,Residential,STABLE,10790,71,58.79,28.41,0.483,26.77,50.45,2,Light Rain,Moderate,0,0,0,28.84,47.27,33.45,6.0,3.0,1.0,0.694,25.97,36.48,38.71,3.25,5.0,0.75,0.576,-0.43,-20.5,17.0,-4.0,-0.211,2.0,-1.49,-43.37,50.82,2.633,8.508,0.673,-6.397,0.1
Zone_25,35,Residential,STABLE,10790,71,71.0,29.5,0.415,18.94,62.75,5,Normal,Good,0,0,0,28.41,26.77,50.45,2.0,0.0,0.0,0.483,26.15,37.33,37.87,3.5,4.0,0.5,0.579,1.09,-7.83,12.3,3.0,-0.068,-3.0,3.84,-29.25,24.38,2.734,-0.944,2.257,4.678,0.0
Zone_25,36,Residential,STABLE,10790,71,58.79,30.24,0.514,28.99,50.3,4,Light Rain,Moderate,0,0,0,29.5,18.94,62.75,5.0,0.0,0.0,0.415,28.01,34.34,44.75,4.5,4.0,0.5,0.55,0.74,10.05,-12.45,-1.0,0.099,0.0,2.51,53.06,-19.84,2.803,-9.682,1.22,10.817,-0.4
Zone_25,37,Residential,STABLE,10790,71,71.0,29.16,0.411,14.25,61.07,4,Normal,Good,0,0,0,30.24,28.99,50.3,4.0,0.0,0.0,0.514,29.25,30.49,49.24,4.25,3.0,0.25,0.526,-1.08,-14.74,10.77,0.0,-0.103,0.0,-3.57,-50.84,21.41,2.703,-6.267,0.529,6.285,-0.3
Zone_25,38,Residential,STABLE,10790,71,71.0,32.77,0.462,24.01,61.04,0,Normal,Good,0,0,0,29.16,14.25,61.07,4.0,0.0,0.0,0.411,29.33,22.24,56.14,3.75,0.0,0.0,0.456,3.61,9.76,-0.03,-4.0,0.051,0.0,12.38,68.49,-0.05,3.037,-2.751,0.299,1.941,0.0
Zone_25,39,Residential,STABLE,10790,71,71.0,33.43,0.471,21.56,58.88,3,Normal,Good,0,0,0,32.77,24.01,61.04,0.0,0.0,0.0,0.462,30.42,21.55,58.79,3.25,0.0,0.0,0.45,0.66,-2.45,-2.16,3.0,0.009,0.0,2.01,-10.2,-3.54,3.098,0.047,0.873,0.564,0.0
Zone_25,40,Residential,STABLE,10790,71,58.79,28.54,0.485,24.09,53.68,3,Light Rain,Moderate,0,0,0,33.43,21.56,58.88,3.0,0.0,0.0,0.471,31.4,22.2,57.82,2.75,0.0,0.0,0.464,-4.89,2.53,-5.2,0.0,0.014,0.0,-14.63,11.73,-8.83,2.645,-1.253,1.318,2.571,0.0
Zone_25,41,Residential,STABLE,10790,71,71.0,28.74,0.405,18.39,60.96,2,Normal,Good,0,0,0,28.54,24.09,53.68,3.0,0.0,0.0,0.485,30.98,20.98,58.67,2.5,0.0,0.0,0.457,0.2,-5.7,7.28,-1.0,-0.08,0.0,0.7,-23.66,13.56,2.664,2.707,-0.12,-2.433,0.0
Zone_25,42,Residential,STABLE,10790,71,71.0,31.56,0.445,20.43,61.39,3,Normal,Good,0,0,0,28.74,18.39,60.96,2.0,0.0,0.0,0.405,30.87,22.01,58.64,2.0,0.0,0.0,0.456,2.82,2.04,0.43,1.0,0.04,0.0,9.81,11.09,0.71,2.925,-1.433,-1.698,-0.544,0.0
Zone_25,43,Residential,STABLE,10790,71,58.79,30.48,0.518,22.65,51.88,4,Light Rain,Moderate,0,0,0,31.56,20.43,61.39,3.0,0.0,0.0,0.445,30.57,21.12,58.73,2.75,0.0,0.0,0.452,-1.08,2.22,-9.51,1.0,0.073,0.0,-3.42,10.87,-15.49,2.825,-0.909,-0.541,1.481,0.0
Zone_25,44,Residential,STABLE,10790,71,71.0,33.19,0.467,18.01,62.27,0,Normal,Good,0,0,0,30.48,22.65,51.88,4.0,0.0,0.0,0.518,29.83,21.39,56.98,3.0,0.0,0.0,0.463,2.71,-4.64,10.39,-4.0,-0.051,0.0,8.89,-20.49,20.03,3.076,-0.228,0.864,-0.497,0.0
Zone_25,45,Residential,STABLE,10790,71,71.0,36.43,0.513,23.37,58.64,3,Normal,Good,0,0,0,33.19,18.01,62.27,0.0,0.0,0.0,0.467,30.99,19.87,59.12,2.25,0.0,0.0,0.459,3.24,5.36,-3.63,3.0,0.046,0.0,9.76,29.76,-5.83,3.376,0.108,1.227,-0.558,0.0
Zone_25,46,Residential,STABLE,10790,71,58.79,33.08,0.563,32.41,50.73,2,Light Rain,Moderate,0,0,0,36.43,23.37,58.64,3.0,0.0,0.0,0.513,32.92,21.12,58.54,2.5,0.0,0.0,0.486,-3.35,9.04,-7.91,-1.0,0.05,0.0,-9.2,38.68,-13.49,3.066,0.418,1.732,0.214,0.0
Zone_25,47,Residential,STABLE,10790,71,71.0,39.04,0.55,31.03,58.37,5,Normal,Good,0,2,1,33.08,32.41,50.73,2.0,0.0,0.0,0.563,33.29,24.11,55.88,2.25,0.0,0.0,0.515,5.96,-1.38,7.64,3.0,-0.013,0.0,18.02,-4.26,15.06,3.618,3.464,1.104,-0.708,0.0
Zone_25,48,Residential,STABLE,10790,71,71.0,40.6,0.572,27.93,57.66,4,Normal,Good,0,0,0,39.04,31.03,58.37,5.0,2.0,1.0,0.55,35.44,26.2,57.5,2.5,2.0,0.25,0.523,1.56,-3.1,-0.71,-1.0,0.022,2.0,4.0,-9.99,-1.22,3.763,4.81,1.42,-1.961,0.3
Zone_25,49,Residential,STABLE,10790,71,58.79,41.71,0.709,46.62,45.85,5,Light Rain,Moderate,0,1,1,40.6,27.93,57.66,4.0,0.0,0.0,0.572,37.29,28.68,56.35,3.5,2.0,0.25,0.55,1.11,18.69,-11.81,1.0,0.137,-2.0,2.73,66.92,-20.48,3.866,1.23,1.847,0.47,0.1
Zone_25,50,Residential,STABLE,10790,71,71.0,35.12,0.495,21.17,58.39,4,Normal,Good,0,0,0,41.71,46.62,45.85,5.0,1.0,1.0,0.709,38.61,34.5,53.15,4.0,3.0,0.5,0.598,-6.59,-25.45,12.54,-1.0,-0.214,1.0,-15.8,-54.59,27.35,3.255,3.953,2.745,-1.535,0.2
Zone_25,51,Residential,STABLE,10790,71,71.0,39.99,0.563,31.18,58.94,5,Normal,Good,0,0,0,35.12,21.17,58.39,4.0,0.0,0.0,0.495,39.12,31.69,55.07,4.5,3.0,0.5,0.582,4.87,10.01,0.55,1.0,0.068,-1.0,13.87,47.28,0.94,3.706,-1.089,-1.065,-1.175,-0.2
Zone_25,52,Residential,STABLE,10790,71,71.0,35.02,0.493,21.51,58.96,2,Normal,Good,0,0,0,39.99,31.18,58.94,5.0,0.0,0.0,0.563,39.36,31.72,55.21,4.5,1.0,0.25,0.585,-4.97,-9.67,0.02,-3.0,-0.07,0.0,-12.43,-31.01,0.03,3.246,-1.57,-0.842,1.638,-0.1
Zone_26,1,University_District,STABLE,7678,75,75.0,29.69,0.396,15.67,61.0,2,Normal,Good,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3.867,,,,
Zone_26,2,University_District,STABLE,7678,75,62.1,33.57,0.541,28.49,48.39,1,Light Rain,Moderate,0,0,0,29.69,15.67,61.0,2.0,0.0,0.0,0.396,,,,,,,,3.88,12.82,-12.61,-1.0,0.145,,13.07,81.81,-20.67,4.372,,,,
Zone_26,3,University_District,STABLE,7678,75,75.0,33.14,0.442,17.36,62.12,3,Normal,Good,0,0,0,33.57,28.49,48.39,1.0,0.0,0.0,0.541,,,,,,,,-0.43,-11.13,13.73,2.0,-0.099,0.0,-1.28,-39.07,28.37,4.316,,,,
Zone_26,4,University_District,STABLE,7678,75,75.0,27.09,0.361,13.71,61.45,5,Normal,Good,0,0,0,33.14,17.36,62.12,3.0,0.0,0.0,0.442,,,,,,,,-6.05,-3.65,-0.67,2.0,-0.081,0.0,-18.26,-21.03,-1.08,3.528,,,,
Zone_26,5,University_District,STABLE,7678,75,75.0,36.39,0.485,17.08,61.17,3,Normal,Good,0,0,0,27.09,13.71,61.45,5.0,0.0,0.0,0.361,30.87,18.81,58.24,2.75,0.0,0.0,0.435,9.3,3.37,-0.28,-2.0,0.124,0.0,34.33,24.58,-0.46,4.74,-1.701,-0.823,1.508,0.0
Zone_26,6,University_District,STABLE,7678,75,75.0,30.37,0.405,18.67,59.26,6,Normal,Good,0,0,0,36.39,17.08,61.17,3.0,0.0,0.0,0.485,32.55,19.16,58.28,3.0,0.0,0.0,0.457,-6.02,1.59,-1.91,3.0,-0.08,0.0,-16.54,9.31,-3.12,3.955,-3.788,0.241,3.767,0.0
Zone_26,7,University_District,STABLE,7678,75,62.1,28.08,0.452,23.01,51.53,1,Light Rain,Moderate,0,0,0,30.37,18.67,59.26,6.0,0.0,0.0,0.405,31.75,16.71,61.0,4.25,0.0,0.0,0.423,-2.29,4.34,-7.73,-5.0,0.047,0.0,-7.54,23.25,-13.04,3.657,0.73,0.099,-0.886,0.0
Zone_26,8,University_District,STABLE,7678,75,75.0,25.24,0.337,13.91,61.05,4,Normal,Good,0,0,0,28.08,23.01,51.53,1.0,0.0,0.0,0.452,30.48,18.12,58.35,3.75,0.0,0.0,0.426,-2.84,-9.1,9.52,3.0,-0.115,0.0,-10.11,-39.55,18.47,3.287,2.949,-0.305,-3.167,0.0
Zone_26,9,University_District,STABLE,7678,75,75.0,22.92,0.306,8.31,65.63,1,Normal,Good,0,0,0,25.24,13.91,61.05,4.0,0.0,0.0,0.337,30.02,18.17,58.25,3.5,0.0,0.0,0.42,-2.32,-5.6,4.58,-3.0,-0.031,0.0,-9.19,-40.26,7.5,2.985,-0.517,-3.574,-0.809,0.0
