zone_id,week,zone_type,temporal_profile,population_density,road_capacity,effective_road_capacity,vehicle_density,traffic_pressure,congestion,average_speed,red_light_violations,weather,road_condition,special_event,incident_count,incident_occurred
Zone_39,26,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,17.75,0.403,18.62,60.91,1,Normal,Good,0,0,0
Zone_40,26,University_District,PERIODIC_SPIKE,7930,55,55.0,40.09,0.729,41.91,56.0,1,Normal,Good,0,0,0
Zone_41,26,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.12,0.336,16.03,62.87,2,Normal,Good,0,0,0
Zone_42,26,University_District,PERIODIC_SPIKE,7369,58,58.0,46.33,0.799,45.87,54.4,5,Normal,Good,0,1,1
Zone_43,26,Commercial_Downtown,STABLE,3988,78,78.0,23.73,0.304,12.4,62.43,6,Normal,Good,0,1,1
Zone_44,26,Suburban_LowDensity,STABLE,3720,70,70.0,8.24,0.118,6.72,63.84,0,Normal,Good,0,0,0
Zone_45,26,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,22.4,0.257,7.89,67.04,4,Normal,Good,0,0,0
Zone_46,26,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,20.08,0.394,20.77,62.05,6,Normal,Good,0,0,0
Zone_47,26,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,47.56,55.47,1.166,75.03,40.65,3,Normal,Good,0,2,1
Zone_48,26,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,59.04,32.19,0.545,26.52,60.0,5,Normal,Good,0,0,0
Zone_49,26,University_District,STABLE,11539,59,59.0,51.6,0.875,51.93,49.49,5,Normal,Good,0,0,0
Zone_50,26,University_District,GRADUAL_DETERIORATION,11592,68,68.0,59.02,0.868,53.31,46.06,2,Normal,Good,0,0,0
Zone_01,27,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,49.2,72.33,1.47,88.93,37.45,16,Normal,Good,0,4,1
Zone_02,27,Residential,STABLE,12426,92,92.0,25.39,0.276,10.88,60.65,1,Normal,Good,0,0,0
Zone_03,27,University_District,EVENT_SENSITIVE,7685,63,63.0,38.2,0.606,30.63,53.69,2,Normal,Good,0,0,0
Zone_04,27,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,12.11,0.168,9.42,60.92,2,Normal,Good,0,0,0
Zone_05,27,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,36.19,0.548,26.86,58.36,5,Normal,Good,0,0,0
Zone_06,27,University_District,STABLE,8747,86,86.0,33.01,0.384,13.86,63.74,0,Normal,Good,0,0,0
Zone_07,27,University_District,GRADUAL_DETERIORATION,7267,42,42.0,33.75,0.804,43.77,54.59,10,Normal,Good,0,1,1
Zone_08,27,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,9.76,0.227,7.11,64.95,2,Normal,Good,0,0,0
Zone_09,27,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,13.0,0.141,3.77,63.14,0,Normal,Good,0,0,0
Zone_10,27,Residential,GRADUAL_DETERIORATION,15099,47,47.0,49.74,1.058,69.06,40.65,6,Normal,Good,0,1,1
Zone_11,27,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,35.26,51.3,1.455,87.67,33.73,10,Normal,Good,0,0,0
Zone_12,27,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,32.63,0.48,29.14,60.68,4,Normal,Good,0,0,0
Zone_13,27,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,8.88,0.118,9.34,67.67,2,Normal,Good,0,0,0
Zone_14,27,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,81.18,71.71,0.883,54.56,50.69,8,Normal,Good,0,0,0
Zone_15,27,Residential,GRADUAL_DETERIORATION,14863,86,86.0,65.46,0.761,44.36,54.93,3,Normal,Good,0,0,0
Zone_16,27,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,11.1,0.132,5.46,64.03,4,Normal,Good,0,0,0
Zone_17,27,Residential,EVENT_SENSITIVE,8064,48,48.0,20.75,0.432,17.39,62.42,3,Normal,Good,0,0,0
Zone_18,27,Industrial_Corridor,STABLE,3295,90,90.0,9.27,0.103,9.79,64.47,2,Normal,Good,0,0,0
Zone_19,27,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,8.78,0.108,7.7,64.9,1,Normal,Good,0,0,0
Zone_20,27,Commercial_Downtown,STABLE,3700,73,73.0,9.71,0.133,9.56,62.8,2,Normal,Good,0,0,0
Zone_21,27,Residential,GRADUAL_DETERIORATION,11645,74,74.0,42.49,0.574,30.0,59.98,2,Normal,Good,0,0,0
Zone_22,27,University_District,GRADUAL_DETERIORATION,7570,76,76.0,50.37,0.663,39.02,55.75,7,Normal,Good,0,1,1
Zone_23,27,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,43.88,6.94,0.158,9.51,52.39,1,Light Rain,Moderate,0,0,0
Zone_24,27,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,28.91,0.292,13.9,64.39,3,Normal,Good,0,0,0
Zone_25,27,Residential,STABLE,10790,71,71.0,27.37,0.385,14.57,61.78,2,Normal,Good,0,0,0
Zone_26,27,University_District,STABLE,7678,75,75.0,41.92,0.559,27.45,56.52,7,Normal,Good,0,0,0
Zone_27,27,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,10.74,0.133,12.1,63.05,3,Normal,Good,0,0,0
Zone_28,27,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,13.5,0.163,8.07,64.55,2,Normal,Good,0,0,0
Zone_29,27,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,77.08,58.16,0.755,41.44,52.48,9,Normal,Good,0,0,0
Zone_30,27,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,17.9,0.271,10.18,64.89,2,Normal,Good,0,0,0
Zone_31,27,Commercial_Downtown,EVENT_SENSITIVE,9364,45,37.26,53.12,1.426,94.03,22.51,7,Light Rain,Moderate,0,6,1
Zone_32,27,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,35.91,0.443,20.95,60.29,9,Normal,Good,0,0,0
Zone_33,27,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,51.66,55.84,1.081,64.41,44.52,4,Normal,Good,0,3,1
Zone_34,27,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,17.19,0.337,15.34,63.68,3,Normal,Good,0,0,0
Zone_35,27,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,31.88,0.336,12.82,62.35,2,Normal,Good,0,0,0
Zone_36,27,Residential,PERIODIC_SPIKE,12737,62,62.0,47.79,0.771,43.11,53.47,11,Normal,Good,0,0,0
Zone_37,27,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,62.46,66.04,1.057,74.89,28.89,7,Light Rain,Moderate,0,2,1
Zone_38,27,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,63.82,68.18,1.068,79.15,26.91,14,Light Rain,Moderate,0,1,1
Zone_39,27,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,16.02,0.364,18.67,60.18,3,Normal,Good,0,1,1
Zone_40,27,University_District,PERIODIC_SPIKE,7930,55,55.0,40.34,0.733,40.52,51.77,4,Normal,Good,0,1,1
Zone_41,27,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.43,0.344,17.41,60.87,5,Normal,Good,0,0,0
Zone_42,27,University_District,PERIODIC_SPIKE,7369,58,58.0,47.35,0.816,44.3,51.05,5,Normal,Good,0,0,0
Zone_43,27,Commercial_Downtown,STABLE,3988,78,78.0,25.08,0.322,12.93,63.07,6,Normal,Good,0,0,0
Zone_44,27,Suburban_LowDensity,STABLE,3720,70,70.0,6.58,0.094,6.22,65.75,0,Normal,Good,0,0,0
Zone_45,27,Highway_Junction,GRADUAL_DETERIORATION,2987,87,87.0,11.32,0.13,6.98,63.28,2,Normal,Good,0,0,0
Zone_46,27,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,23.95,0.47,21.06,61.05,4,Normal,Good,0,0,0
Zone_47,27,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,39.38,55.03,1.397,98.31,21.47,7,Light Rain,Moderate,0,3,1
Zone_48,27,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,59.04,29.24,0.495,23.91,57.72,2,Normal,Good,0,1,1
Zone_49,27,University_District,STABLE,11539,59,59.0,53.71,0.91,54.55,49.69,4,Normal,Good,0,1,1
Zone_50,27,University_District,GRADUAL_DETERIORATION,11592,68,68.0,64.25,0.945,60.39,43.67,5,Normal,Good,0,0,0
Zone_01,28,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,49.2,70.67,1.436,87.54,34.57,7,Normal,Good,0,1,1
Zone_02,28,Residential,STABLE,12426,92,76.18,30.16,0.396,21.17,50.63,3,Light Rain,Moderate,0,0,0
Zone_03,28,University_District,EVENT_SENSITIVE,7685,63,63.0,34.5,0.548,24.53,57.44,2,Normal,Good,0,0,0
Zone_04,28,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,17.42,0.242,11.05,60.38,6,Normal,Good,0,0,0
Zone_05,28,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,29.93,0.453,19.07,59.36,2,Normal,Good,0,0,0
Zone_06,28,University_District,STABLE,8747,86,86.0,33.39,0.388,14.85,61.18,4,Normal,Good,0,0,0
Zone_07,28,University_District,GRADUAL_DETERIORATION,7267,42,42.0,35.9,0.855,48.12,49.38,0,Normal,Good,0,0,0
Zone_08,28,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,5.01,0.117,5.44,62.96,3,Normal,Good,0,0,0
Zone_09,28,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,9.36,0.102,9.36,64.11,1,Normal,Good,0,1,1
Zone_10,28,Residential,GRADUAL_DETERIORATION,15099,47,38.92,53.58,1.377,100.0,16.01,6,Light Rain,Moderate,0,2,1
Zone_11,28,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,35.26,54.25,1.539,91.17,30.95,8,Normal,Good,0,0,0
Zone_12,28,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,39.6,0.582,31.87,57.83,4,Normal,Good,0,0,0
Zone_13,28,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,3.15,0.042,5.5,62.25,4,Normal,Good,0,0,0
Zone_14,28,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,81.18,58.46,0.72,36.6,54.91,5,Normal,Good,0,0,0
Zone_15,28,Residential,GRADUAL_DETERIORATION,14863,86,86.0,62.4,0.726,37.29,50.21,3,Normal,Good,0,0,0
Zone_16,28,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,12.32,0.147,10.62,63.61,5,Normal,Good,0,0,0
Zone_17,28,Residential,EVENT_SENSITIVE,8064,48,48.0,22.04,0.459,19.9,60.29,2,Normal,Good,0,0,0
Zone_18,28,Industrial_Corridor,STABLE,3295,90,90.0,6.73,0.075,4.56,63.12,1,Normal,Good,0,0,0
Zone_19,28,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,7.33,0.09,8.74,65.12,1,Normal,Good,0,0,0
Zone_20,28,Commercial_Downtown,STABLE,3700,73,73.0,7.39,0.101,8.49,59.65,6,Normal,Good,0,0,0
Zone_21,28,Residential,GRADUAL_DETERIORATION,11645,74,74.0,40.5,0.547,25.28,57.44,2,Normal,Good,0,0,0
Zone_22,28,University_District,GRADUAL_DETERIORATION,7570,76,76.0,44.83,0.59,28.39,57.58,2,Normal,Good,0,0,0
Zone_23,28,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,2.4,0.045,7.84,62.77,2,Normal,Good,0,1,1
Zone_24,28,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,25.34,0.256,11.6,61.2,6,Normal,Good,0,1,1
Zone_25,28,Residential,STABLE,10790,71,71.0,36.13,0.509,20.44,56.41,2,Normal,Good,0,0,0
Zone_26,28,University_District,STABLE,7678,75,75.0,35.8,0.477,22.9,58.18,3,Normal,Good,0,0,0
Zone_27,28,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,13.04,0.161,7.71,64.91,5,Normal,Good,0,0,0
Zone_28,28,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,13.12,0.158,11.3,59.02,1,Normal,Good,0,0,0
Zone_29,28,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,77.08,59.74,0.775,47.21,51.26,3,Normal,Good,0,0,0
Zone_30,28,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,18.0,0.273,12.0,64.1,2,Normal,Good,0,0,0
Zone_31,28,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,55.72,1.238,76.9,40.04,9,Normal,Good,0,1,1
Zone_32,28,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,35.16,0.434,22.76,60.43,9,Normal,Good,0,2,1
Zone_33,28,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,51.66,57.6,1.115,67.35,40.35,4,Normal,Good,0,0,0
Zone_34,28,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,16.77,0.329,15.9,61.91,3,Normal,Good,0,0,0
Zone_35,28,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,34.22,0.36,16.16,59.92,1,Normal,Good,0,0,0
Zone_36,28,Residential,PERIODIC_SPIKE,12737,62,51.34,54.05,1.053,74.11,29.55,6,Light Rain,Moderate,0,0,0
Zone_37,28,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,75.44,70.02,0.928,57.24,44.99,6,Normal,Good,0,0,0
Zone_38,28,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,77.08,67.9,0.881,50.62,50.34,14,Normal,Good,0,0,0
Zone_39,28,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,16.97,0.386,16.42,62.55,3,Normal,Good,0,0,0
Zone_40,28,University_District,PERIODIC_SPIKE,7930,55,55.0,37.78,0.687,40.67,53.79,4,Normal,Good,0,0,0
Zone_41,28,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.01,0.334,12.96,64.74,4,Normal,Good,0,0,0
Zone_42,28,University_District,PERIODIC_SPIKE,7369,58,58.0,39.83,0.687,40.89,53.37,4,Normal,Good,0,1,1
Zone_43,28,Commercial_Downtown,STABLE,3988,78,78.0,23.87,0.306,10.18,62.44,2,Normal,Good,0,0,0
Zone_44,28,Suburban_LowDensity,STABLE,3720,70,57.96,10.3,0.178,7.93,55.0,2,Light Rain,Moderate,0,0,0
Zone_45,28,Highway_Junction,GRADUAL_DETERIORATION,2987,87,72.04,16.6,0.23,11.56,56.81,7,Light Rain,Moderate,0,0,0
Zone_46,28,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,25.94,0.509,20.12,60.58,5,Normal,Good,0,0,0
Zone_47,28,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,47.56,55.31,1.163,77.65,37.14,6,Normal,Good,0,2,1
Zone_48,28,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,59.04,30.73,0.52,27.69,55.14,3,Normal,Good,0,0,0
Zone_49,28,University_District,STABLE,11539,59,59.0,50.84,0.862,50.53,50.22,5,Normal,Good,0,0,0
Zone_50,28,University_District,GRADUAL_DETERIORATION,11592,68,68.0,65.58,0.964,54.24,49.39,6,Normal,Good,0,0,0
Zone_01,29,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,65.36,1.089,71.61,41.18,7,Normal,Good,0,0,0
Zone_02,29,Residential,STABLE,12426,92,92.0,34.19,0.372,17.22,64.07,4,Normal,Good,0,0,0
Zone_03,29,University_District,EVENT_SENSITIVE,7685,63,63.0,27.21,0.432,20.88,62.84,2,Normal,Good,0,0,0
Zone_04,29,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,24.03,0.334,15.36,63.25,4,Normal,Good,0,0,0
Zone_05,29,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,28.08,0.425,18.16,62.61,4,Normal,Good,0,0,0
Zone_06,29,University_District,STABLE,8747,86,86.0,30.27,0.352,16.13,62.62,5,Normal,Good,0,1,1
Zone_07,29,University_District,GRADUAL_DETERIORATION,7267,42,42.0,36.29,0.864,53.18,52.6,7,Normal,Good,0,0,0
Zone_08,29,Highway_Junction,PERIODIC_SPIKE,2040,43,43.0,0.0,0.0,4.46,61.79,3,Normal,Good,0,0,0
Zone_09,29,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,92.0,14.15,0.154,12.01,63.38,1,Normal,Good,0,0,0
Zone_10,29,Residential,GRADUAL_DETERIORATION,15099,47,47.0,55.45,1.18,71.5,40.82,11,Normal,Good,0,2,1
Zone_11,29,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,35.6,49.75,1.397,96.84,21.39,10,Light Rain,Moderate,0,3,1
Zone_12,29,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,45.28,0.666,31.6,57.34,8,Normal,Good,0,2,1
Zone_13,29,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,0.0,0.0,9.65,64.91,0,Normal,Good,0,0,0
Zone_14,29,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,58.09,0.587,31.16,54.98,2,Normal,Good,0,0,0
Zone_15,29,Residential,GRADUAL_DETERIORATION,14863,86,86.0,64.0,0.744,35.32,57.69,4,Normal,Good,0,1,1
Zone_16,29,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,17.73,0.211,11.78,63.05,6,Normal,Good,0,0,0
Zone_17,29,Residential,EVENT_SENSITIVE,8064,48,39.74,18.2,0.458,21.59,52.18,1,Light Rain,Moderate,0,0,0
Zone_18,29,Industrial_Corridor,STABLE,3295,90,90.0,6.58,0.073,4.99,62.62,1,Normal,Good,0,0,0
Zone_19,29,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,11.34,0.14,6.65,63.99,0,Normal,Good,0,0,0
Zone_20,29,Commercial_Downtown,STABLE,3700,73,60.44,7.82,0.129,8.23,58.42,6,Light Rain,Moderate,0,0,0
Zone_21,29,Residential,GRADUAL_DETERIORATION,11645,74,74.0,41.92,0.566,27.62,59.63,3,Normal,Good,0,0,0
Zone_22,29,University_District,GRADUAL_DETERIORATION,7570,76,76.0,44.95,0.591,35.14,54.97,5,Normal,Good,0,1,1
Zone_23,29,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,53.0,9.66,0.182,11.36,65.68,1,Normal,Good,0,0,0
Zone_24,29,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,81.97,32.1,0.392,19.34,58.2,6,Light Rain,Moderate,0,0,0
Zone_25,29,Residential,STABLE,10790,71,71.0,31.96,0.45,27.08,58.99,2,Normal,Good,0,0,0
Zone_26,29,University_District,STABLE,7678,75,75.0,36.38,0.485,23.48,61.11,7,Normal,Good,0,0,0
Zone_27,29,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,81.0,11.68,0.144,10.0,60.71,2,Normal,Good,0,0,0
Zone_28,29,Highway_Junction,PERIODIC_SPIKE,1845,83,83.0,14.95,0.18,7.59,66.06,7,Normal,Good,0,0,0
Zone_29,29,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,94.0,61.75,0.657,31.87,58.58,4,Normal,Good,0,2,1
Zone_30,29,Highway_Junction,GRADUAL_DETERIORATION,2448,66,66.0,18.57,0.281,14.78,61.2,5,Normal,Good,0,0,0
Zone_31,29,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,47.06,1.046,66.25,45.39,7,Normal,Good,0,0,0
Zone_32,29,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,32.01,0.395,15.87,66.12,4,Normal,Good,0,0,0
Zone_33,29,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,63.0,51.13,0.812,45.2,50.8,9,Normal,Good,0,1,1
Zone_34,29,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,51.0,11.61,0.228,15.19,62.94,1,Normal,Good,0,0,0
Zone_35,29,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,34.15,0.359,14.31,62.29,1,Normal,Good,0,0,0
Zone_36,29,Residential,PERIODIC_SPIKE,12737,62,62.0,48.2,0.777,41.18,54.45,6,Normal,Good,0,1,1
Zone_37,29,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,59.88,0.651,32.37,55.85,2,Normal,Good,0,0,0
Zone_38,29,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,94.0,64.87,0.69,38.43,52.88,5,Normal,Good,0,0,0
Zone_39,29,Industrial_Corridor,GRADUAL_DETERIORATION,2566,44,44.0,13.26,0.301,11.77,62.53,0,Normal,Good,0,0,0
Zone_40,29,University_District,PERIODIC_SPIKE,7930,55,55.0,37.32,0.679,36.15,56.39,4,Normal,Good,0,0,0
Zone_41,29,Highway_Junction,GRADUAL_DETERIORATION,2549,42,42.0,14.72,0.35,17.46,62.86,6,Normal,Good,0,0,0
Zone_42,29,University_District,PERIODIC_SPIKE,7369,58,58.0,32.64,0.563,27.78,57.7,3,Normal,Good,0,0,0
Zone_43,29,Commercial_Downtown,STABLE,3988,78,78.0,24.95,0.32,11.98,61.59,2,Normal,Good,0,0,0
Zone_44,29,Suburban_LowDensity,STABLE,3720,70,70.0,4.46,0.064,6.85,64.23,1,Normal,Good,0,0,0
Zone_45,29,Highway_Junction,GRADUAL_DETERIORATION,2987,87,72.04,22.45,0.312,20.72,52.71,2,Light Rain,Moderate,0,0,0
Zone_46,29,University_District,GRADUAL_IMPROVEMENT,8049,51,51.0,34.27,0.672,35.58,54.74,2,Normal,Good,0,0,0
Zone_47,29,University_District,RECOVERY_AFTER_DISRUPTION,8056,58,58.0,58.52,1.009,64.99,45.64,6,Normal,Good,0,1,1
Zone_48,29,Industrial_Corridor,RECOVERY_AFTER_DISRUPTION,3999,72,72.0,34.53,0.48,16.83,60.55,3,Normal,Good,0,0,0
Zone_49,29,University_District,STABLE,11539,59,59.0,56.89,0.964,61.08,46.47,2,Normal,Good,0,0,0
Zone_50,29,University_District,GRADUAL_DETERIORATION,11592,68,68.0,59.68,0.878,51.3,49.26,6,Normal,Good,0,0,0
Zone_01,30,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,8726,60,60.0,65.76,1.096,71.69,42.24,6,Normal,Good,0,0,0
Zone_02,30,Residential,STABLE,12426,92,92.0,36.05,0.392,21.74,60.18,2,Normal,Good,0,1,1
Zone_03,30,University_District,EVENT_SENSITIVE,7685,63,63.0,27.83,0.442,15.49,62.87,2,Normal,Good,0,1,1
Zone_04,30,Highway_Junction,GRADUAL_DETERIORATION,2415,72,72.0,26.07,0.362,20.48,63.21,3,Normal,Good,0,0,0
Zone_05,30,Commercial_Downtown,GRADUAL_IMPROVEMENT,8343,66,66.0,25.5,0.386,16.59,62.14,4,Normal,Good,0,1,1
Zone_06,30,University_District,STABLE,8747,86,86.0,35.67,0.415,21.03,61.98,4,Normal,Good,0,0,0
Zone_07,30,University_District,GRADUAL_DETERIORATION,7267,42,42.0,37.03,0.882,53.79,49.69,3,Normal,Good,0,0,0
Zone_08,30,Highway_Junction,PERIODIC_SPIKE,2040,43,38.7,5.81,0.15,9.88,64.4,6,Normal,Good,1,0,0
Zone_09,30,Suburban_LowDensity,PERIODIC_SPIKE,3241,92,82.8,16.63,0.201,10.28,63.4,7,Normal,Good,1,0,0
Zone_10,30,Residential,GRADUAL_DETERIORATION,15099,47,47.0,53.04,1.129,71.0,44.08,11,Normal,Good,0,0,0
Zone_11,30,Residential,RECOVERY_AFTER_DISRUPTION,9955,43,43.0,42.78,0.995,64.19,44.34,7,Normal,Good,0,0,0
Zone_12,30,Commercial_Downtown,GRADUAL_IMPROVEMENT,8725,68,68.0,43.46,0.639,32.67,57.44,8,Normal,Good,0,0,0
Zone_13,30,Suburban_LowDensity,EVENT_SENSITIVE,1361,75,75.0,0.0,0.0,8.23,65.71,4,Normal,Good,0,2,1
Zone_14,30,University_District,RECOVERY_AFTER_DISRUPTION,10551,99,99.0,61.42,0.62,32.35,57.85,5,Normal,Good,0,1,1
Zone_15,30,Residential,GRADUAL_DETERIORATION,14863,86,86.0,66.34,0.771,41.09,53.11,9,Normal,Good,0,0,0
Zone_16,30,Highway_Junction,GRADUAL_DETERIORATION,1963,84,84.0,13.08,0.156,4.41,64.55,3,Normal,Good,0,0,0
Zone_17,30,Residential,EVENT_SENSITIVE,8064,48,48.0,26.37,0.549,29.46,59.37,3,Normal,Good,0,0,0
Zone_18,30,Industrial_Corridor,STABLE,3295,90,90.0,1.7,0.019,2.46,64.65,2,Normal,Good,0,0,0
Zone_19,30,Industrial_Corridor,EVENT_SENSITIVE,4136,81,81.0,12.83,0.158,8.53,62.35,0,Normal,Good,0,0,0
Zone_20,30,Commercial_Downtown,STABLE,3700,73,73.0,7.15,0.098,11.02,57.49,0,Normal,Good,0,0,0
Zone_21,30,Residential,GRADUAL_DETERIORATION,11645,74,74.0,49.97,0.675,36.66,53.02,3,Normal,Good,0,0,0
Zone_22,30,University_District,GRADUAL_DETERIORATION,7570,76,76.0,49.21,0.647,30.69,57.25,4,Normal,Good,0,0,0
Zone_23,30,Suburban_LowDensity,EVENT_SENSITIVE,2228,53,43.88,5.45,0.124,10.97,51.69,3,Light Rain,Moderate,0,0,0
Zone_24,30,Commercial_Downtown,GRADUAL_IMPROVEMENT,8634,99,99.0,37.4,0.378,15.09,59.77,6,Normal,Good,0,0,0
Zone_25,30,Residential,STABLE,10790,71,58.79,27.67,0.471,23.41,53.82,1,Light Rain,Moderate,0,1,1
Zone_26,30,University_District,STABLE,7678,75,75.0,31.12,0.415,19.2,61.78,3,Normal,Good,0,0,0
Zone_27,30,Suburban_LowDensity,PERIODIC_SPIKE,4357,81,72.9,16.14,0.221,14.38,63.02,6,Normal,Good,1,0,0
Zone_28,30,Highway_Junction,PERIODIC_SPIKE,1845,83,74.7,19.62,0.263,13.34,59.71,9,Normal,Good,1,0,0
Zone_29,30,Residential,RECOVERY_AFTER_DISRUPTION,13450,94,77.83,59.08,0.759,46.12,42.85,8,Light Rain,Moderate,0,2,1
Zone_30,30,Highway_Junction,GRADUAL_DETERIORATION,2448,66,54.65,20.3,0.371,20.26,55.66,5,Light Rain,Moderate,0,0,0
Zone_31,30,Commercial_Downtown,EVENT_SENSITIVE,9364,45,45.0,43.62,0.969,62.73,46.28,7,Normal,Good,0,0,0
Zone_32,30,Commercial_Downtown,GRADUAL_IMPROVEMENT,7248,81,81.0,29.14,0.36,16.71,61.94,2,Normal,Good,0,0,0
Zone_33,30,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,6945,63,63.0,52.34,0.831,46.15,53.61,9,Normal,Good,0,0,0
Zone_34,30,Industrial_Corridor,GRADUAL_DETERIORATION,3320,51,42.23,15.17,0.359,15.17,55.0,1,Light Rain,Moderate,0,0,0
Zone_35,30,Residential,GRADUAL_IMPROVEMENT,15280,95,95.0,34.92,0.368,14.04,62.2,1,Normal,Good,0,0,0
Zone_36,30,Residential,PERIODIC_SPIKE,12737,62,55.8,54.91,0.984,57.88,47.32,10,Normal,Good,1,1,1
Zone_37,30,Residential,RECOVERY_AFTER_DISRUPTION,11474,92,92.0,44.6,0.485,23.26,60.6,2,Normal,Good,0,1,1
Zone_38,30,Commercial_Downtown,RECOVERY_AFTER_DISRUPTION,9035,94,94.0,68.72,0.731,42.42,55.26,3,Normal,Good,0,0,0
